words,sentiment_coeff
him,10.962938962997727
go,21.070489642614916
canada,15.441396414376323
if,10.2184147327359
no,17.76791048702466
have_been,23.56513646948661
more_than,13.81958499982425
do_not,14.904383919507652
working,12.834464309977072
there_is,20.934063558647583
only,19.05749925308208
like,23.087297189365177
family,14.368489764151812
health,22.790994163035958
had,22.409046649069182
back,12.870486055697965
australia,17.282749127283736
made,25.00758534428383
president,14.711776525140051
out,18.56113275766344
uk,11.213615720476637
just,21.82569445317796
prime_minister,14.730536299826833
give,22.298838871421403
economy,13.181887801211749
need,15.56407938339612
forward,7.534287895647276
build,7.459699858282815
during,23.39435300852894
better,10.705144412805925
i_am,21.3476657661102
home,12.523597020853002
it’s,9.010331741149468
children,21.36941458279997
national,31.54107717616399
want,12.57966684185031
families,14.635366506891302
best,28.62375726021452
take,15.572653527202212
recovery,16.206726841386974
efforts,22.969947964528565
yesterday,29.75926918536946
let_s,12.990395182909785
lives,19.201159240228826
through,28.891537994814342
this_morning,19.721120807119036
safe,11.332657935836982
her,12.87110910260652
around,23.4892507865688
commitment,22.668156009626497
fight_against,11.648804616191327
meet,31.824409475721477
every,26.41752001360682
me,23.152684585921428
change,12.20174814939163
team,18.953636990862478
we_need,8.171406344810263
progress,21.582632358671496
women,16.461993448174237
friends,11.30219955750924
ensure,16.461571628727818
corona,14.49819539733281
tomorrow,18.495307163064773
–,10.793226551286232
security,17.688100293557085
again,19.662773195047727
those,18.99246546220527
some,29.118840120509734
important,32.15139865242186
tune_in,8.980509380482237
against,19.883687583868905
going,13.464664984652186
budget,14.003545298566614
because,23.435511482211
strong,25.586017421601305
were,19.62784087449952
it_was,27.849313011295358
come,26.116533982411877
proud,15.615213729809797
meeting,21.84694774339901
where,26.089087278374787
vaccine,11.467047253534966
virus,12.278377944817189
crisis,24.060713232312036
before,25.072635961986048
development,13.600465020991848
australians,14.196808801653292
know,19.75225158497834
society,17.398287195222927
act,16.006202990949745
there_are,25.644197252862426
service,15.049134901038725
without,19.705837287453534
economic,22.004846847232887
history,23.43497155721497
ji,5.88919936756939
since,23.982495992883
should,21.218685068147504
if_you,8.761350222075555
share,19.709671062883743
win,25.914199710187045
situation,20.290312455216533
workers,16.534745242997452
bring,21.148474259636416
public,20.21373238145964
tonight,29.03252818822654
days,17.123408785346456
vaccines,10.934359595876357
nation,21.0131948289302
businesses,14.848133624694341
including,26.401984108347275
citizens,24.710174668802594
i_want,9.015550056957018
watch,25.493279706493148
each,15.755495644481618
part,24.18927745887358
community,26.98919791747562
fight,19.956447908752928
million,13.120753912038856
farmers,21.7546635814943
may,19.103201060186286
other,29.869223796270685
minister,17.724926040716795
always,26.901966904827653
canadians,15.951149425934826
face,18.429648661026132
while,31.890322408750038
most,30.106985885150753
democracy,21.01876657598233
education,31.100176417552007
must,22.591490010590586
put,14.68631191641443
call,26.885922499280017
under,20.355632852684106
welcome,31.47594840220475
power,22.874735514865367
eu,8.11733291657879
get_brexit,-2.8061096379454487
growth,17.797563176150604
social,20.441875216846952
care,10.712487788124383
europe,17.553032029968524
another,29.7488336537045
vote,14.340067239871363
wonderful,18.505033148145
celebrate,19.879094262248632
france,22.153896909821015
business,10.53787599668064
pm,15.91569292678795
law,21.850930072145122
thank,22.7974721325905
very,33.29114788093866
policy,16.079389379112268
being,38.30659657725295
happy,22.044753298300357
countries,21.69245175998551
infrastructure,10.81363370007846
two,29.552125961842176
committed,23.986597082879424
towards,21.10842998440335
love,23.694134252559063
peace,15.769563535900808
as_well,18.570930972960433
measures,18.15907604613615
open,29.07452824540949
freedom,18.514965833171367
place,34.40443731480002
america,13.603001688569421
vaccination,19.734441107007967
between,26.81567994804783
getting,16.463187437166965
i_met,25.548027185775716
possible,24.018593076144732
deal,7.365786477041114
gt_gt,20.851854715244674
we’re,15.331202582026917
city,17.98298580810766
start,22.715103079172188
party,19.422431384079495
my_thoughts,5.933397169039442
opportunity,29.29090044735421
moment,27.686791145622053
say,23.564862714222368
visit,24.389206295323145
our_economy,10.933406781784301
into,21.002702455820874
such,24.094341204665334
full,27.134619752696967
free,28.913905485042903
fantastic,23.182724883848444
effort,28.39930684821889
action,23.302758602734123
return,26.184357980921362
week,23.835650058851716
this_afternoon,18.52074272682155
means,23.22223394941113
i_spoke,17.260223818491827
victims,11.952920807355511
all_those,14.452352166111636
would,29.645679016478645
making,21.278772794520368
same,27.819989107673916
job,18.031051648874314
then,25.705904463087286
cooperation,15.406985040462823
strengthen,22.302910644616706
announced,18.273788834728826
system,12.462753961585621
hope,28.050493580162215
provide,17.278205336724383
program,24.647903961186202
join,32.186007171066805
everything,24.7408457890372
a_lot,31.73689479375929
news,16.09325920658639
message,25.81561278757459
agenda,7.471728247460112
climate_change,13.071241180263002
order,25.172370222488585
challenges,17.237345609607193
we’re_going,7.302171568085911
strength,22.52383074889811
deliver,8.508887375273703
japan,14.833850120933619
i_would,13.244667007530337
advance,17.33872730541183
election,20.066958926385748
increase,24.68066405948803
been,24.013218160949247
heart,23.159136928940065
last,33.457799844866884
every_day,24.077220911932066
vaccinated,9.594166238266105
look,7.825303412294915
especially,24.73728949091612
will_always,14.65248289104725
politics,20.570383524460233
answer,5.546645634769601
does_not,22.111893779913625
why,28.686691989369688
co,10.062454452143271
we_re,14.807007284455745
netanyahu,18.515846723844174
special,18.707446719536836
his_family,3.015879688037541
labor,18.418698196213047
ahead,22.050205699636404
thousands_of,19.725950150077402
local,29.01577207995781
young_people,24.163475289565906
present,22.481830957439595
should_be,26.272729106528484
best_wishes,11.040012933778472
tokyo,12.886575329634073
long,13.586071938184892
youth,26.156775738296098
so_much,22.45814413477536
stop,24.849055178760203
m,24.092936799553556
until,21.666375905441427
promote,15.953724668430699
goal,21.195440276808547
number,25.980029118791872
response,23.20153311862926
move,9.131993236616982
both,33.65442794643402
safety,25.514913791769274
ever,21.712874563848395
next,31.289469051159056
i_m,28.76601083478257
get_vaccinated,10.49178645211319
make_sure,11.097557481940006
millions,22.610216361511288
students,22.471506473908438
key,24.29300778152875
i_know,23.253642562899856
down,18.793432845487636
reach,20.391737101986582
condolences,2.9134934792888267
leaders,26.583031758836665
she,17.449126080163087
got,20.610959380173558
communities,19.736371000675557
things,22.032799967656647
success,25.53958730024148
global,26.63066144703357
than,24.7728979315205
th,5.35600834644265
front,26.807586754150826
political,23.10198602772343
members,30.79963580663277
ldp,8.627536564158374
already,29.709595368184228
discussed,18.664071733305708
a_few,26.13794616927314
such_as,13.932553478639203
police,9.838171862410299
decision,26.167867298202562
opportunities,24.351719719203675
i_look,8.56577946110909
remember,18.920554416525384
throughout,28.381434106137423
finish,10.012020421020033
investment,10.648284258207145
our_nhs,5.705109559552077
clear,24.238948153414853
big,30.045487952330603
create,20.83311208224851
young,24.285755137409076
still,18.63801256751764
that’s_why,10.417477618145112
sector,26.732463403272245
follow,13.36460551403713
role,24.333786359571544
agreement,16.08734758117076
close,29.270447118140563
an_important,32.151924893617995
culture,13.360951142948652
energy,29.2581563673462
region,23.47643538315776
doing,22.68702557993032
details,21.121123246518188
school,26.761327640378997
land,22.543761561792586
pay,12.70579530750038
house,17.195137794367792
justice,25.294280124366317
behind,20.865136841517568
hear,25.06376939589654
path,25.74268232588076
this_pandemic,10.981243537121847
improve,29.058760985622882
environment,22.20850023019443
respect,19.366211216189928
leave,11.020922820859663
ministry_of,12.34529650951439
access,12.622835655139092
any,26.92547109780589
continues,31.65466311716919
well_done,29.88786637361178
necessary,26.95717131690951
address,30.074080112713386
received,14.672772699510414
american_rescue,9.639240755150269
even,25.211122276701975
must_be,22.192053459495686
good_luck,23.645038113308136
achieve,23.92352249978117
addressing,23.09187405973074
their_families,11.45472332649461
meeting_with,25.565123286951962
parliament,11.216351737039238
times,27.726199528947532
schools,5.524798048978746
month,23.58838257729236
find,24.56673745327714
this_week,26.6467038028323
lead,31.623983817662815
years_ago,23.449737475790467
needs,26.284460524518217
leadership,18.985145449801475
project,25.8093891285159
american,14.919567545788484
i’m,21.54157664187021
head,28.057265198260385
supporting,28.40249132925122
unity,20.66218332996554
living,15.447451316257565
mannkibaat,26.819747240806457
summit,18.023359612897025
stronger,22.138288912500883
second,26.529122913509028
update,21.990488912310518
australian,35.374617562684044
death,11.819124816588895
building,22.818006886280166
idf,17.267222348836672
works,26.159348636123227
as_possible,12.051300385743682
further,28.300840685011245
back_better,4.755096090004317
united_states,25.019239941845335
priority,27.014756834227985
war,16.565118513488194
loved_ones,14.697898499441543
very_much,10.542910174514475
nhs,7.003784374967797
memory,16.841248865150526
our_nation,25.056780994943477
honor,24.03608870556405
are_going,13.473154858200052
pride,24.186201784059996
rights,23.648786160250502
move_forward,15.158294816503751
folks,14.169347411953433
he_was,8.735348566928662
use,25.967883636109764
work_together,17.79869632868302
a_huge,25.280663824414674
save_lives,8.298575890430595
staff,27.039878567654277
west_bengal,19.712935036140834
discuss,16.377822876399748
your_family,4.243738119139732
soon,30.12115263003698
companies,19.458900790207462
invest_in,8.683615849166628
too,35.033926124590074
israeli,19.77827032952926
americans,14.053038631821423
well,34.65297406285104
tax,16.347586944095454
able_to,26.98262857639647
fighting,27.10093077560351
responsibility,27.17365049618463
prevent,19.499083213269824
norway,29.540430563984074
real,27.968417602911188
area,29.04244428767704
others,13.724086478398709
territories,15.656856123603774
my_love,15.52311570878893
strengthening,10.770545835974453
international,26.733432398093367
greetings,13.169244022235096
following,25.081146517501537
looking_forward,24.73228090559596
solidarity,21.482908308143873
coronavirus,14.65706024828635
show,32.22898844867791
services,15.921161449842364
housing,17.999559764961255
equality,23.800474243463917
essential,24.692758651398748
defense,16.52585101114931
watch_live,10.570009151293247
gold,10.694657298683646
victory,20.36822623107028
become,25.380962817300087
field,21.589539390363566
listen,22.735432873411415
working_together,13.04079584986134
did,32.631849891953244
an_update,8.919054940479208
fair,12.986584921109468
programme,20.040609223662212
read,29.000423702830684
gujarat,14.1809911656091
i_visited,34.258926582231666
values,24.410991638278194
money,15.043679938963162
challenge,30.37132872708484
office,21.464179233042042
whole,26.456093877145072
their_lives,15.996222626606617
my_build,4.829786672798387
save,25.59075076092071
beginning,26.135754043436307
emergency,24.850129565530196
july,21.887132167632146
historic,24.8753938577759
talk_about,24.97517842248314
health_care,11.694756576909999
conference,29.0240931657177
ready,19.40320989056966
that’s,13.057295130965478
strategy,26.280313633503944
top,15.73475020756629
hospital,33.80388173281219
pass,9.064585464407537
epidemic,24.819533909289042
tests,22.378110365325362
protecting,13.000874119141034
bihar,18.455956915722997
receive,26.771758134088103
spirit,20.427124812625856
force,29.53590254723326
we_remember,12.560160086699357
serve,24.748324113998684
violence,21.351649456611252
control,10.708971278159659
dedicated,17.142232606168477
experience,32.83542883126394
elections,24.504563983080484
did_not,22.90572992093366
g,26.017645443365772
it’s_time,-3.787880962704079
shri,9.235483134588812
build_back,7.867078883360476
united,26.95510206658436
employment,24.214190325827484
so_many,30.54405343594524
trust,18.359508783756834
held,18.235605406106124
priorities,6.8874817810725775
bipartisan_infrastructure,5.995619301826924
story,25.727729815614506
at_am,13.226075890437485
billion,13.409676250297283
never,28.791459958269133
attack,17.15605065109185
poor,18.156832935153606
we’ll,13.003119679689577
hard,25.60065950344635
bjp,12.608061037813508
started,30.424904870415208
partnership,16.018701295694413
words,26.51642938858839
mental_health,16.02833837495296
forces,20.526333461234348
closure,18.51849340468541
last_night,31.868036994817537
left,29.604082874595775
difficult,26.552167773096713
due_to,21.559809579687208
brothers,13.591159154858664
center,28.572079087146914
risk,25.13540107255764
science,24.277757206772787
grow,12.980561832515647
morning,22.863489312358606
parents,23.6068515484275
campaign,38.36765802940833
let’s_get,6.4900641285196805
innovation,22.941385132883106
spanish,19.813738205044686
example,31.21585957737541
sisters,12.833814906801576
not_only,28.40247524973427
much,27.948600626196935
courage,17.873983495535466
lost,20.792082824324424
record,24.539004721061854
men,19.481838624696245
shared,31.29799619618499
said,30.81751698477273
will_never,19.92643344531447
but_also,30.766938824759727
republic,24.20313972831672
gt,33.34269816065258
ones,11.24407787768217
result,18.43557873668177
livelihood,17.989617650311555
citizenship,24.064874795928468
questions,18.239647176401746
loss,11.913884195291347
let’s,15.40115734017993
they_need,14.259258241107574
potential,9.78636017041981
man,19.049441940091093
asked,32.305413990718066
once_again,35.96196861623216
everyone_who,20.795462110596254
mission,31.582318067193608
water,20.624338883425665
kishio_kishida,3.037981101350267
road,33.16042769946905
stand,27.616394912173217
congress,18.37436212255682
prosperity,24.550197414605318
months,25.83344307372514
protection,26.152598399453222
among,27.869157518684553
we_ll,22.909025205139336
at_home,19.75302716502941
play,26.082138950574482
speech,27.14959745939911
hundreds_of,19.769647749380905
assam,15.979248362770079
residents,18.09058466908579
rebuild,13.501420778505583
night,29.132636620264563
level,20.01897497500522
high,31.891033391135313
my_friend,19.907196959268123
coming,32.87005804418617
created,20.698166902668206
would_be,22.56416912162369
determination,24.222525022779163
reduce,20.842286867240453
past,34.32991591310383
candidate,5.715670558153405
french,31.72634058756587
talk,28.626939159546556
doses,10.282749886340625
please,7.689847030778885
middle_class,8.087726714838308
leader,23.404889288678287
helping,22.899463726718082
taking,27.754535832110673
confidence,27.953632267589214
half,25.196490480633887
girls,31.751526838632568
issues,23.17197620845102
no_one,26.750446957053764
ask,26.594351567940066
set,30.51077718448129
resources,21.80634478789068
small,27.390412263890546
guarantee,20.034109560835812
areas,26.70230511667284
european,24.055708230824393
industry,28.60588839794843
child_care,8.872324086783719
overcome,27.40913190741079
unit,19.529854750300682
speak,29.876976582859577
at_pm,20.755437282136096
kids,15.911993093983586
offer,27.88965491028454
rest,28.619849334621318
importance,28.833764155872835
anniversary,6.235513970302904
respond,19.1450846743164
taken,25.41220598324839
point,31.662497072864166
technology,26.81032490175155
turnbull_government,14.84072983023171
fire,18.026234954867288
benefit,32.51959057958197
terrible,23.163881508149057
case,25.811615391457966
immediately,21.73973299272009
different,32.48950242684722
june,23.52977142638444
third,20.868872725671416
speaking_at,28.091717676999796
soldiers,19.468834774951098
everywhere,27.97383731049688
mr,16.82329033964821
rules,14.46959980030057
off,24.861325446338515
leading,20.498991008513233
contribute,33.593226942827584
projects,26.713105709018226
dialogue,23.717181000681137
decided,28.83672764372835
came,28.892815594718776
let_us,28.716762062077848
mayor,26.72532689155109
several,21.85325344586898
boost,26.065385076681032
israeli_citizens,22.168453406300134
let,20.26921110247946
taxes,12.605911117456289
course,33.172797177067004
patients,26.65784211084599
could,32.34831802812231
policies,20.802953865579493
step,31.247294804870183
mark,20.727435632733332
learn,30.81259827381868
american_jobs,8.725924645885424
event,28.77594805031846
ago,24.020026006171282
speaking,18.77691737491442
quality,25.739686157475273
nothing,33.466441861067764
teachers,24.82622946036575
conditions,26.62658034075399
beautiful,31.305879589889862
i_deliver,7.7007866036659385
india’s,18.792697976270404
stay,25.499854649799286
bengal,12.626349847083416
climate,24.597040931281736
take_care,27.337094187756126
united_kingdom,19.902722671229384
true,27.448962058801357
honour,23.692299130719597
research,27.840387898616243
group,31.748867433546952
light,25.00288980843674
launched,29.101189792110283
three,28.77445621911974
contribution,19.555923162459
called,36.28551773968131
assistance,11.480522294811056
launch,34.58171602631579
as_soon,14.587653969485142
hand,27.950763730838332
choice,12.745885592935206
focus_on,14.306941574669532
thoughts,15.518983262923069
really,31.279294898415856
general,24.290398770482273
please_take,5.786036543081459
partners,21.484883437786305
congrats,16.660576001694846
council,24.367609260191056
brilliant,27.915633363545947
strengthen_our,21.492920623934907
actions,32.70548571016637
vaccinate,17.130678174487123
serious,28.97882571825324
period,22.046477644576942
i_wish,20.508106081879685
woman,22.1277075253129
person,32.72906678494803
age,30.127067968953693
based_on,23.63689444020877
once,19.017209381218635
report,22.061910319540974
raise,22.11416174162929
green,25.260728615754715
union,23.497773541583886
generation,29.221804811954545
i_hope,31.16906290209514
reforms,27.93670062415039
matter,-3.899330259762544
trade,19.84621493044549
agreed,26.442014689479624
learning,30.060544106061858
effective,28.356600666109603
hiroshima,12.846570704721463
hours,26.516987878634303
population,24.869841422107825
wishes,14.500548409381626
approved,23.955949998793496
shanti,3.2610244968697564
last_year,24.375601628873834
well_being,18.625704039078215
dedication,21.51955926466456
latest,19.6882810710713
entire,23.452423837908942
relief,23.81036518849919
relationship,21.17305028289884
choose,20.281310444183035
tomorrow_th,11.508809432039442
institutions,25.542322618235346
funding,18.968538683326692
vision,23.340489520490948
met,33.68082801052466
dignity,22.391838003525592
plans,31.618470534171756
in_addition,23.600169874567197
independence,25.772386307366993
spoke,15.803587312368949
welfare,23.89774154224836
debate,16.06319641688765
understand,26.672090252239652
september,30.15676009102488
spread,23.251123666093477
th_anniversary,22.30513545211666
economic_growth,20.920232143047453
fund,22.216445101841988
invited,19.546950299208476
s_why,18.773167934721634
truth,28.646579389478035
line,35.6860046452093
employees,27.646225773212855
first_time,35.00200049058107
scheme,22.824432048263425
keeping,28.051635384088886
each_other,23.679645199811777
march,28.485779322543117
this_virus,14.537407613169137
american_people,16.91632879680962
results,36.19758516430137
available,26.974023585943588
small_businesses,20.01095906554978
i_said,28.813635401799655
weeks,23.75848138918393
greatest,34.31468624124396
investing,10.735128337627842
b,27.448338476775472
operation,26.650267381386755
division,3.946683821871027
large,33.882761292188135
chance,19.715342780706177
at_least,10.958135805110294
name,23.00991627200021
food,28.586231714995037
million_doses,9.317891007466265
request,22.727148992583757
doctors,24.258145781026773
tourism,26.880120338737772
lt_lt,34.00533790049126
took,29.36371388659087
game,29.033723814398677
reform,27.615300436721924
allow,24.579364498747978
providing,26.472813044392662
hard_work,27.641723234354007
hatred,18.5235330795591
forget,19.035031972029834
business_owners,23.54491207122538
promise,23.697466681892948
we_can’t,12.0948499577527
re,30.393520865650803
needed,32.69445374000863
tackle,13.505039533564652
has_made,26.026801981416
white_house,18.062659457824513
my_best,5.248082936622809
opening,25.161022837731743
gratitude,27.350838629975033
ministers,28.623600800726756
combat,27.547029100459287
therefore,26.912810935124806
encourage,27.58037637434802
solutions,26.986300024605736
comes,28.68112275517002
minutes,24.597573428712817
management,23.11707913371032
testing,29.363587094046075
centre,15.064698181841372
in_afghanistan,27.882092442600904
madrid,22.95918385627373
believe,23.33063741773069
i_ll,18.855600888305236
benefits,22.355368479227984
initiative,32.05916407463287
feel,33.53864399753225
letter,22.46510448145135
nice,27.899728123656082
scientists,27.19291589678182
places,29.642205482875923
almost,29.758550778136073
voice,13.433647580446545
covid_vaccine,15.16003674253159
last_week,36.24064074038564
approach,32.543445098362966
recover,27.695231539320584
august,22.62068532460595
test,29.545711614436282
defend,25.779678154963843
closed,23.17233473451796
heard,31.334533035399787
mother,20.140457212543986
cabinet,29.898689008801295
ensuring,26.666332050248503
turn,28.41289997532592
nations,24.577634314873066
coordination,11.045224221647853
think,29.20277190411952
healthy,26.340926661850773
i_believe,27.42640242418563
bill,26.04163540185934
cost,10.517076028371328
common,25.24735696096398
final,23.01757192871037
an_agreement,17.442809746856675
deserve,23.085174406696915
talked_about,26.62732258833935
announce,22.302318161222267
whole_country,24.868302880853534
good_health,13.332350659119621
do_everything,19.5857238263483
saddened_by,4.267821198093894
etc,7.107588460930652
administration,29.666059521161117
secure,25.331541360529123
exciting,29.759151435039858
good_news,20.351360148430473
st,13.327841162404649
today’s,30.943749851904823
makes,33.46388920301534
military,25.160512767524057
continuing,26.850115464016984
opened,28.145218162337297
gave,35.64203944818174
steps,28.282748565125495
i_think,20.869096685616388
company,27.058397063318054
pain,21.249701549149307
total,30.97942411884052
giving,39.431557570549806
indian,26.428830140451833
whether,32.25958595629955
currently,27.28901751399112
sports,27.3141069893632
canadian,22.075364345756977
medal,17.432723162684823
states,25.950501695767535
problem,28.63659571498285
delivering,15.41353513715244
ground,35.16757887377632
accelerate,26.47151681235113
january,17.302530154728693
help_us,17.214806793155617
various,22.286795715811994
faith,26.51919729051148
anyone,29.14224667884247
an_example,30.162110522728987
built,25.342060220528637
remarks_on,7.678134304327511
historical,29.222268475411216
will_appear,7.691381294782353
journey,29.200721629861185
construction,33.39324688785823
fast,35.12095225071213
are_doing,23.448003397946156
investments,13.268726066076193
so_far,26.389751162127762
be_able,30.690016082527823
terrorists,23.04114338429194
→,18.900005381860712
earlier_today,31.386132656256457
next_year,20.386173161792023
passing,15.740073499044097
framework,13.038415878543118
contributions,15.083417151356551
away,13.462936162364576
terrorism,22.5236812054085
break,14.565765373866466
focused_on,23.198450679924516
given,34.3441459176299
generations,24.225530831852648
affected,20.211256339757
acts,28.406769185831617
simple,31.115850233266446
this_evening,26.325712847370387
process,29.369338611185007
colleagues,24.01143788188691
current,34.23557214398758
jerusalem,22.44164280086746
sense,22.647797317163942
knesset,20.01059279032115
activity,27.829837365139717
festival,23.587164870246674
established,16.83817114061365
range_of,10.693672379079027
legacy,22.74118325716673
concrete,28.947966327132313
against_covid,18.947295502127904
affected_by,27.217597667041304
better_future,16.27367659227937
having,29.237093417705815
book,18.86494132572725
data,30.77690775867442
child,20.824215125624484
have_lost,13.29078744318193
countrymen,17.371676889455472
information,27.490216398650727
helped,27.99681933065004
value,26.958811630428112
income,24.243148177567782
develop,32.79585840142899
amazing,32.93117681315506
have_already,24.12195697279477
remains,32.00689109459956
our_shared,14.110534714484455
not_just,14.088979445416445
more_affordable,10.927668377474802
four,35.38045022345909
within,24.516707796992353
evening,19.283861144762273
passed,28.71084399258421
sectors,25.00364772896427
incredible,26.812810707369056
️_️,-1.1843966297998383
rise,29.581685269740092
many_people,25.528918731279013
battle,26.095169064019075
i_congratulate,30.97004833714628
standing,35.79528903701249
dr,15.339235099156957
compassion,15.84479069017889
israeli_government,25.4685549573533
i_ask,27.349012178338153
catalonia,16.94020204704868
next_week,28.540039040397193
brave,20.805972001975697
volunteers,29.15352627789255
they_were,26.379077058364796
growing,20.694368223900327
visited,36.120764013432925
diversity,26.517979595558295
along_with,26.76475227874071
thing,28.65313943867377
drive,23.37436628830049
stronger_economy,9.96876914543763
reconciliation,23.575843763805903
collaboration,25.198320773982264
getbrexitdone,6.863764621417523
outside,25.43754622025232
brexit_done,6.853865796128033
a_reality,9.39512609288661
university,21.052150274845804
beyond,27.278787987286314
friendship,19.118604982392835
crime,12.842429727477342
talent,23.392350791726393
shows,34.39512888226294
advanced,35.29934640973903
ultra_orthodox,20.620416757285348
stability,25.96039195918509
get_out,25.322533208187252
sustainable,26.894565132242313
enough,22.887699554139587
hit,25.170283007870648
territory,28.44877559887283
related,31.27491646300363
continue_working,20.382202060625502
movement,25.04103396237343
events,23.93114203190619
praying_for,7.632568858084149
world_cup,14.899259757378783
afghanistan,30.810891947442148
hands,22.77442250523243
becoming,32.55176052198865
personal,29.92645051971038
changed,32.3308964655558
social_justice,20.889740719941248
quickly,28.449863717370015
yes,28.05602753371966
wants,16.087400883642978
nurses,19.403965571714828
vice_president,19.234727244959828
sharing,33.44273684407992
very_best,18.32690938087154
cc_aa,22.63489131499419
·_·,-1.0719322308195174
old,29.82261306701849
farmer,21.545315068153926
delighted,33.085195702160675
reached,28.029837270024387
problems,30.07208581142918
recognition,27.53469480501907
found,36.825752980418244
joy,24.591554834989655
jewish,25.966882800197197
positive,34.781729124506306
hospitals,27.565525473402346
nature,24.16428926832891
healthy_life,7.813977420892729
bill_shorten,24.935734415674254
britain,25.623367004366838
transfer,26.74625492976227
send,24.349527431330248
impact,29.912666859803682
ways,33.374834959580326
brought,28.09864744040917
go_out,20.250652655923385
thinking,29.717542695134835
sure,28.84691217391197
human_rights,22.620793271438167
network,28.50301678884397
majority,23.260650438398695
help_them,22.091422459584738
decisions,34.863790118013206
avoid,28.931574267276964
changes,36.36672099373769
happen,22.123235418725955
low,18.649989521551795
question,28.72704041618963
mask,16.491690294155596
picture,24.41008509055221
korona,21.941897159519318
wishing,23.56544448071292
economic_recovery,19.083736809182657
survivors,17.40493574556543
soul,21.813167416567243
determined,31.20473695228227
i_pray,9.679160469762541
u_s,25.356137751984104
look_forward,22.10856604929255
statement,22.637698591088746
chief,21.362169758562807
terrorist,22.158985542299664
greater,28.63693149369399
regional,25.76597689015527
we’ve_got,7.806810131769591
delivered,21.904136382266415
extend,25.107930966580792
creation,22.662883496477026
happiness,21.856473004048837
paid,19.52664285236152
governments,27.10776700953576
rate,23.647327324656537
task,29.9951186227402
secretary,21.039882237406818
cut,20.015643205746
police_officers,20.018110913679415
objective,27.537069288199728
reconstruction,22.39017857534973
won,27.40066775896359
homes,30.32506655373444
award,20.084194670398194
british_people,6.3426748568919
cultural,16.44915798842991
unite,18.819307629548838
sacrifice,21.597856292079456
i_took,21.390229729796896
two_countries,15.530002316577026
travel,35.6097453207606
nsw,27.92304782518934
his_life,13.329772861766418
govt,22.963575251321252
will_receive,17.656560172630467
poverty,36.15169281317798
promoting,26.035653372599146
performance,19.778959836634616
champion,25.059477857933405
ceremony,25.252949847249017
interest,28.971082441785615
improving,24.694041152186063
celebrating,20.86755892472644
british,24.67833253104417
hate,23.161488143399254
remain,30.966483620129313
went,34.24610632182015
looking,29.651302937060787
on_coronavirus,9.629648369425842
host,25.330325567747057
nda,21.120774338417224
price,34.51106671032948
spoke_about,15.718050288249385
match,28.61390641614424
over_million,13.079043426558258
attacks,21.685228541399017
digital,30.40269654212964
run,31.286576145595305
we’ve,18.853222682556055
committee,25.269309842589262
tamil_nadu,18.78784636586977
training,32.12043597239323
unemployment,21.99167607634294
damage,23.703384840739876
representatives,25.367265962634313
let’s_keep,16.62434377674671
clock,4.303525667468535
major,32.582590291534245
glad,30.590450163647414
israelis,20.364112698429185
