,id,created_at,text,rt_count,fav_count,english,cleaned_text,zeroshot_sentiment,vader_sentiment,blob_sentiment
25,1446296777838120961,2021-10-08 02:09:57+00:00,"Greetings to our air warriors and their families on Air Force Day. The Indian Air Force is synonymous with courage, diligence and professionalism. They have distinguished themselves in defending the country and through their humanitarian spirit in times of challenges. https://t.co/UbMSOK3agP",13067,87561,"Greetings to our air warriors and their families on Air Force Day. The Indian Air Force is synonymous with courage, diligence and professionalism. They have distinguished themselves in defending the country and through their humanitarian spirit in times of challenges. https://t.co/UbMSOK3agP ",greeting air warrior family air force day indian air force synonymous courage diligence professionalism distinguish defend country humanitarian spirit times challenge,POSITIVE,POSITIVE,NEUTRAL
26,1446295843653316609,2021-10-08 02:06:14+00:00,नवरात्रि के दूसरे दिन त्याग और तप की देवी मां ब्रह्मचारिणी की पूजा होती है। माता ब्रह्मचारिणी अपने सभी भक्तों को सफलता और समृद्धि का आशीर्वाद दें। https://t.co/jOIzN1KFPq,12373,67396,The second day of Navaratri is worshiped and the Goddess of God is worshiped. Mother Brahmacharya bless all your devotees to success and prosperity. https://t.co/joizn1kfpq ,second day navaratri worship goddess god worship mother brahmacharya bless devotee success prosperity,POSITIVE,POSITIVE,POSITIVE
27,1446099209619263499,2021-10-07 13:04:53+00:00,"Today, several people have given their good wishes on account of me having completed 20 years as the head of a Government. I thank everyone who has wished me. Their blessings give strength and inspiration to serve to the best of my abilities. https://t.co/JR7vtNlJhM",4848,23751,"Today, several people have given their good wishes on account of me having completed 20 years as the head of a Government. I thank everyone who has wished me. Their blessings give strength and inspiration to serve to the best of my abilities. https://t.co/JR7vtNlJhM ",today several people give good wish account complete year head government thank everyone wish blessing give strength inspiration serve good ability,POSITIVE,POSITIVE,POSITIVE
28,1446098637822431236,2021-10-07 13:02:37+00:00,"Had the honour of inaugurating Oxygen plants across India. Through this year, the Government of India has worked extensively to augment oxygen capacity and make our healthcare infrastructure even more people friendly. https://t.co/VOAjt6GGIi",5503,36186,"Had the honour of inaugurating Oxygen plants across India. Through this year, the Government of India has worked extensively to augment oxygen capacity and make our healthcare infrastructure even more people friendly. https://t.co/VOAjt6GGIi ",honour inaugurate oxygen plant across india year government india work extensively augment oxygen capacity make healthcare infrastructure even people friendly,POSITIVE,POSITIVE,POSITIVE
29,1446097091873234951,2021-10-07 12:56:28+00:00,India will always be grateful to our armed forces and it is our absolute privilege to be serving them and fulfilling demands that were long pending. https://t.co/pUE6tJRqW6,4545,23330,India will always be grateful to our armed forces and it is our absolute privilege to be serving them and fulfilling demands that were long pending. https://t.co/pUE6tJRqW6 ,india always grateful armed force absolute privilege serve fulfilling demand long pende,POSITIVE,POSITIVE,POSITIVE
30,1446096981084889098,2021-10-07 12:56:02+00:00,"New mindsets, innovative approach and a fresh paradigm of development in sync with the 21st century. https://t.co/lIGrvbsrKt",2925,12413,"New mindsets, innovative approach and a fresh paradigm of development in sync with the 21st century. https://t.co/lIGrvbsrKt ",new mindset innovative approach fresh paradigm development sync century,POSITIVE,POSITIVE,POSITIVE
31,1446096906032062469,2021-10-07 12:55:44+00:00,"Thanks to our COVID warriors, medical community and scientists, India has fought the world's deadliest pandemic in a century with utmost courage.   One of the things that makes me proud is the progress India has made on the vaccination front. https://t.co/QdLTasBg3c",3100,13043,"Thanks to our COVID warriors, medical community and scientists, India has fought the world's deadliest pandemic in a century with utmost courage.   One of the things that makes me proud is the progress India has made on the vaccination front. https://t.co/QdLTasBg3c ",thank covid warrior medical community scientist india fight world deadly pandemic century utmost courage one thing make proud progress india make vaccination front,POSITIVE,POSITIVE,POSITIVE
32,1445996667979763715,2021-10-07 06:17:25+00:00,Addressing a programme in Rishikesh. https://t.co/5YtlxMLaI9,4997,21817,Addressing a programme in Rishikesh. https://t.co/5YtlxMLaI9 ,address programme rishikesh,NEUTRAL,NEUTRAL,NEUTRAL
33,1445926423663812608,2021-10-07 01:38:18+00:00,It is Day 1 of Navratri and we pray to Maa Shailputri. Here is a Stuti that is devoted to her. https://t.co/nzIVQUrWH8,13979,69646,It is Day 1 of Navratri and we pray to Maa Shailputri. Here is a Stuti that is devoted to her. https://t.co/nzIVQUrWH8 ,day navratri pray maa shailputri stuti devote,POSITIVE,POSITIVE,NEUTRAL
34,1445925962734968835,2021-10-07 01:36:28+00:00,"Navratri greetings to everyone. The coming days are about devoting ourselves to the worship of Jagat Janani Maa.   May Navratri be the bringer of strength, good health and prosperity in everyone’s lives. https://t.co/f42HyGnUYM",20202,140974,"Navratri greetings to everyone. The coming days are about devoting ourselves to the worship of Jagat Janani Maa.   May Navratri be the bringer of strength, good health and prosperity in everyone’s lives. https://t.co/f42HyGnUYM ",navratri greeting everyone come day devote worship jagat janani maa may navratri bringer strength good health prosperity everyone live,POSITIVE,POSITIVE,POSITIVE
35,1445768043678732299,2021-10-06 15:08:57+00:00,"I would be in Devbhoomi Uttarakhand tomorrow, 7th October. 35 PSA Oxygen Plants across various States and UTs would be dedicated to the nation. This is vital healthcare infrastructure for larger public benefit. https://t.co/dFfzwSSIOr",4512,25221,"I would be in Devbhoomi Uttarakhand tomorrow, 7th October. 35 PSA Oxygen Plants across various States and UTs would be dedicated to the nation. This is vital healthcare infrastructure for larger public benefit. https://t.co/dFfzwSSIOr ",would devbhoomi uttarakhand tomorrow october psa oxygen plant across various state ut would dedicated nation vital healthcare infrastructure large public benefit,POSITIVE,POSITIVE,POSITIVE
36,1445767815131131925,2021-10-06 15:08:02+00:00,Today’s Cabinet decision relating to the setting up of 7 PM-MITRA parks will give an impetus to the textiles sector. These parks will boost employment and reduce logistics costs. https://t.co/2cr1NWfbVj,2925,14198,Today’s Cabinet decision relating to the setting up of 7 PM-MITRA parks will give an impetus to the textiles sector. These parks will boost employment and reduce logistics costs. https://t.co/2cr1NWfbVj ,today cabinet decision relate set pm mitra park give impetus textile sector park boost employment reduce logistics cost,POSITIVE,POSITIVE,NEUTRAL
37,1445757131529981954,2021-10-06 14:25:35+00:00,"I urge you all, especially scientists, innovators, software developers and those in the start-up sector to think of innovative ways of using drones for public welfare. https://t.co/zjHhwEOjot",3140,13700,"I urge you all, especially scientists, innovators, software developers and those in the start-up sector to think of innovative ways of using drones for public welfare. https://t.co/zjHhwEOjot ",urge especially scientist innovator software developer start sector think innovative way use drone public welfare,POSITIVE,POSITIVE,POSITIVE
38,1445757063708114963,2021-10-06 14:25:19+00:00,छोटा किसान मजबूत होगा तो देश को कोई दुर्बल नहीं कर सकता है। https://t.co/awNJVVKrJW,4532,23271,If the small farmer is strong then the country can not be weakened. https://t.co/awnjvkrjw ,small farmer strong country not weaken,POSITIVE,POSITIVE,POSITIVE
39,1445757005562454023,2021-10-06 14:25:05+00:00,The SVAMITVA scheme is an important means to fight poverty and ensure a life of dignity for the poor. https://t.co/3H3DhxaA0z,2332,8935,The SVAMITVA scheme is an important means to fight poverty and ensure a life of dignity for the poor. https://t.co/3H3DhxaA0z ,svamitva scheme important mean fight poverty ensure life dignity poor,POSITIVE,NEGATIVE,NEGATIVE
40,1445756937790889991,2021-10-06 14:24:49+00:00,It is rightly believed that the soul of India is in the lakhs of villages across the nation.   To enhance the quality of life in rural India is one of our key endeavours. https://t.co/gKWrcJ4RJU,2211,8185,It is rightly believed that the soul of India is in the lakhs of villages across the nation.   To enhance the quality of life in rural India is one of our key endeavours. https://t.co/gKWrcJ4RJU ,rightly believe soul india lakh village across nation enhance quality life rural india one key endeavour,POSITIVE,NEUTRAL,POSITIVE
41,1445756727027138563,2021-10-06 14:23:59+00:00,"स्वामित्व योजना से कैसे गरीब से गरीब का सशक्तिकरण हो रहा है, इसकी मिसाल हैं मजदूरी से परिवार का गुजारा करने वालीं विनीता बाई जी। सीहोर जिले की विनीता जी अब जमीन का मालिकाना हक मिलने के बाद लोन लेकर किराने की दुकान खोलने की तैयारी में हैं। https://t.co/7z1iX3Jfu5",2488,10207,"How poor is poor from the proprietary plan, it is an example. Vinita ji of Sehore district is now preparing to open the grocery store after getting the ownership of the land. https://t.co/7Z1IX3JFU5 ",poor poor proprietary plan example vinita ji sehore district prepare open grocery store get ownership land,NEGATIVE,NEGATIVE,NEGATIVE
42,1445756688984723466,2021-10-06 14:23:50+00:00,प्रॉपर्टी कार्ड ने डिण्डौरी के प्रेम सिंह जी की खुशियों में चार चांद लगा दिया है। अब वो बिना किसी चिंता के अपनी जमीन पर घर बनाने की योजना बना रहे हैं। https://t.co/OYZ6CEHE1z,2186,8509,Property card has put four moon in the happiness of Dinyari's Prem Singh ji. Now they are planning to build their home without any worries. https://t.co/OYZ6CEHE1Z ,property card put four moon happiness dinyaris prem singh ji planning build home without worry,POSITIVE,POSITIVE,POSITIVE
43,1445756624119820292,2021-10-06 14:23:34+00:00,"स्वामित्व योजना गांव के लोगों के जीवन में किस तरह के बदलाव ला रही है, मध्य प्रदेश के हरदा के पवन जी इसका आदर्श उदाहरण हैं। प्रॉपर्टी कार्ड मिलने से वे न केवल अपने घर के मालिक बने, बल्कि बैंक से लोन लेकर स्थायी दुकान बनाई और अपनी आय भी दोगुनी कर ली। https://t.co/6OtU60h71T",2323,8932,"The proprietary scheme is bringing a change in the lives of the people of the village, Pawan ji of Harda of Madhya Pradesh is the ideal example. By getting the property card, they not only become the owner of their home, but took a permanent shop with a loan and doubled their income. https://t.co/6otu60h71t ",proprietary scheme bring change live people village pawan ji harda madhya pradesh ideal example get property card not become owner home take permanent shop loan double income,POSITIVE,POSITIVE,POSITIVE
44,1445649472797642755,2021-10-06 07:17:47+00:00,Distributing property cards under Svamitva scheme. https://t.co/qpBTzLHmT2,3929,16558,Distributing property cards under Svamitva scheme. https://t.co/qpBTzLHmT2 ,distribute property card svamitva scheme,NEGATIVE,NEUTRAL,NEUTRAL
45,1445603661380415501,2021-10-06 04:15:45+00:00,"In the last few days, we have lost two talented actors who won the hearts of people through their works. Shri Ghanashyam Nayak will be remembered for his multifaceted roles, most notably in the popular show ‘Taarak Mehta Ka Ooltah Chashmah.’ He was also extremely kind and humble. https://t.co/nwqKVpm4ry",10275,83196,"In the last few days, we have lost two talented actors who won the hearts of people through their works. Shri Ghanashyam Nayak will be remembered for his multifaceted roles, most notably in the popular show ‘Taarak Mehta Ka Ooltah Chashmah.’ He was also extremely kind and humble. https://t.co/nwqKVpm4ry ",last day lose two talented actor heart people work shri ghanashyam nayak remember multifaceted role notably popular show taarak mehta ka ooltah chashmah also extremely kind humble,NEUTRAL,POSITIVE,POSITIVE
46,1445599641693671431,2021-10-06 03:59:47+00:00,Shubho Mahalaya!  We bow to Maa Durga and seek her blessings for the well-being of our planet and the welfare of our citizens. May everyone be happy as well as healthy in the times to come.,7515,50714,Shubho Mahalaya!  We bow to Maa Durga and seek her blessings for the well-being of our planet and the welfare of our citizens. May everyone be happy as well as healthy in the times to come. ,shubho mahalaya bow maa durga seek blessing well planet welfare citizen may everyone happy well healthy time come,POSITIVE,POSITIVE,POSITIVE
47,1445420020624814089,2021-10-05 16:06:02+00:00,मध्य प्रदेश के ग्रामीण क्षेत्रों के हजारों लोग कल ई-प्रॉपर्टी कार्ड के साथ अपनी संपत्ति का मालिकाना हक प्राप्त करेंगे। दोपहर 12.30 बजे वीडियो कॉन्फ्रेंसिंग के जरिए ऐसे कई लाभार्थियों से संवाद का सुअवसर भी मिलेगा।  https://t.co/YhjIzBhaWb,3488,17456,"Thousands of rural areas of Madhya Pradesh will get proprietary rights of their property with e-property card. At 12.30 pm, through video conferencing, there will also be a need to communicate with many beneficiaries. https://t.co/yhjizbhawb ",thousand rural area madhya pradesh get proprietary right property e property card pm video conferencing also need communicate many beneficiary,NEUTRAL,POSITIVE,POSITIVE
48,1445410762306899968,2021-10-05 15:29:14+00:00,ગાંધીનગર મહાનગરપાલિકા તથા ગુજરાતની અન્ય સ્થાનિક સ્વરાજયની સંસ્થાઓની પેટાચૂંટણીઓના પરિણામ ગુજરાતની જનતા અને ભાજપ વચ્ચેના અતૂટ સંબંધની  પુષ્ટિ કરે છે. સતત આશીર્વાદ આપવા બદલ જનતાનો આભાર.  @BJP4Gujarat ના કાર્યકર્તાઓના ભગીરથ પ્રયત્નોની પ્રશંસા કરું છું. સૌને અભિનંદન…!!!,3879,20256,"The results of Gandhinagar Municipal Corporation and the pursuit of other local self-living institutions of Gujarat, are confirmed by the Janata and BJP of Gujarat. Thank you the public for constant blessings. @Bjp4gujarat's workers praise Bhagarath efforts. Congratulations to everyone ... !!! ",result gandhinagar municipal corporation pursuit local self live institution gujarat confirm janata bjp gujarat thank public constant blessing worker praise bhagarath effort congratulation everyone,POSITIVE,POSITIVE,POSITIVE
49,1445394952738033678,2021-10-05 14:26:25+00:00,"Delighted to meet the one and only Rakesh Jhunjhunwala...lively, insightful and very bullish on India. https://t.co/7XIINcT2Re",12482,108427,"Delighted to meet the one and only Rakesh Jhunjhunwala...lively, insightful and very bullish on India. https://t.co/7XIINcT2Re ",delighted meet one rakesh jhunjhunwala lively insightful bullish india,POSITIVE,POSITIVE,POSITIVE
50,1445394557068267536,2021-10-05 14:24:51+00:00,"Had a productive meeting with Mr. Nunzio Quacquarelli, the CEO and Managing Director of QS Quacquarelli Symonds Ltd. We talked at length about aspects relating to the education sector. https://t.co/wkQ8XgvuXs",2784,17463,"Had a productive meeting with Mr. Nunzio Quacquarelli, the CEO and Managing Director of QS Quacquarelli Symonds Ltd. We talked at length about aspects relating to the education sector. https://t.co/wkQ8XgvuXs ",productive meeting mr nunzio quacquarelli ceo manage director qs quacquarelli symonds ltd talk length aspect relate education sector,POSITIVE,NEUTRAL,NEUTRAL
51,1445375906596282374,2021-10-05 13:10:44+00:00,The newly established Chair in the honour of Atal Ji at the Babasaheb Bhimrao Ambedkar University is a great opportunity for scholars to work on Atal Ji's pioneering contribution to national development and key areas like foreign policy. https://t.co/F1x5CPGDXJ,5335,23635,The newly established Chair in the honour of Atal Ji at the Babasaheb Bhimrao Ambedkar University is a great opportunity for scholars to work on Atal Ji's pioneering contribution to national development and key areas like foreign policy. https://t.co/F1x5CPGDXJ ,newly establish chair honour atal ji babasaheb bhimrao ambedkar university great opportunity scholar work atal ji pioneer contribution national development key area like foreign policy,POSITIVE,POSITIVE,POSITIVE
