,id,created_at,text,rt_count,fav_count,english,cleaned_text,zeroshot_sentiment,vader_sentiment,blob_sentiment
14,1417442786891141121,2021-07-20 11:14:29+00:00,"Det er helt forferdelig å se at Benjamin Hermansen-minnesmerket på Holmlia har blitt tagget ned rett før 22. juli. Jeg blir lei meg og forbannet, og dette viser hvor viktig det er at vi hver eneste dag står opp mot rasisme og hatprat.",94,1591,"It is absolutely terrible to see that Benjamin Hermansen Memorial on Holmlia has been tagged down right before 22 July. I get sorry and cursed, and this shows how important it is that every day we get up against racism and hatprat. ",absolutely terrible see benjamin hermansen memorial holmlia tag right july get sorry cursed show important every day get racism hatprat,NEGATIVE,NEGATIVE,NEGATIVE
15,1416511769170874373,2021-07-17 21:34:57+00:00,"Filmhistorie for Norge ! Beste kvinnelige skuespiller,  Renate Reinsve , gratulerer. Og gratulerer til alle andre bak filmen « verdens verste menneske». Gleder meg til vi kan få se filmen her hjemme. #Cannes2021 #CannesFilmFestival",13,268,"Film history for Norway! Best female actor, Renate Reinsve, Congratulations. And congratulations to everyone else behind the movie ""The world's worst man"". Looking forward to we can see the movie here at home. # Cannes2021 #cannesfilm Festival ",film history norway good female actor renate reinsve congratulation congratulation everyone else behind movie world bad man look forward see movie home festival,POSITIVE,POSITIVE,NEGATIVE
16,1415617766405644289,2021-07-15 10:22:31+00:00,Feriehilsen https://t.co/vpXnIR9xDM,18,592,The holiday greeting https://t.co/vpxnir9xdm ,holiday greeting,POSITIVE,POSITIVE,NEUTRAL
17,1404503467331358729,2021-06-14 18:18:15+00:00,"Norway has offered to maintain the hospital in Kabul for a transitional period, provided that sufficient security measures and legal arrangements are in place. #NATOSummit, #WeAreNATO",29,196,"Norway has offered to maintain the hospital in Kabul for a transitional period, provided that sufficient security measures and legal arrangements are in place. #NATOSummit, #WeAreNATO ",norway offer maintain hospital kabul transitional period provide sufficient security measure legal arrangement place,NEUTRAL,POSITIVE,POSITIVE
18,1403082768259719174,2021-06-10 20:12:54+00:00,"Gratulerer så mye med ny europeisk rekord, Jakob Ingebrigtsen. For en fantastisk spurt!",5,327,"Congratulations so much with new European record, Jacob Ingebrigtsen. For a wonderfully asked! ",congratulation much new european record jacob ingebrigtsen wonderfully ask,POSITIVE,POSITIVE,POSITIVE
19,1402279917258252297,2021-06-08 15:02:40+00:00,Fin nyhet på Verdens Havdag. God forvaltning av havene krever kunnskap. Universitetet i Bergen blant de 10 beste på hav https://t.co/pen6J2fnoY,9,61,Nice news on the world's sea. Good management of the oceans requires knowledge. University of Bergen among the top 10 on sea https://t.co/pen6j2fnoy ,nice news world sea good management ocean require knowledge university bergen among top sea,POSITIVE,POSITIVE,POSITIVE
20,1402180651005120512,2021-06-08 08:28:13+00:00,"The ocean is a life source. It sustains us with oxygen, food, medicine, and livelihoods. On #WorldOceanDay, we the members of the @OceanPanel, restate our commitment to a #SustainableOceanEconomy to secure #oceanhealth and wealth for generations to come.",41,209,"The ocean is a life source. It sustains us with oxygen, food, medicine, and livelihoods. On #WorldOceanDay, we the members of the @OceanPanel, restate our commitment to a #SustainableOceanEconomy to secure #oceanhealth and wealth for generations to come. ",ocean life source sustain we oxygen food medicine livelihood member restate commitment secure wealth generation come,POSITIVE,POSITIVE,POSITIVE
21,1399062589724925957,2021-05-30 17:58:09+00:00,Gratulerer @VipersKrSand Strålende innsats ! Å inne Champions League befester at dere er et fantastisk lag.,6,130,Congratulations @ViperSkrSand brilliant efforts! Inside Champions League consolidates that you are a wonderful team. ,congratulation brilliant effort inside champion league consolidate wonderful team,POSITIVE,POSITIVE,POSITIVE
22,1399060866545356802,2021-05-30 17:51:18+00:00,"Der snudde det @skbrann , stå på !",6,254,"There it turned @skburn, stand on! ",turn stand,NEGATIVE,NEUTRAL,NEUTRAL
23,1395731759380279299,2021-05-21 13:22:37+00:00,Whilst accelerating the end of the #COVID19 pandemic we must do better to prevent &amp; respond effectively to future health crises. The #GlobalHealthSummit Rome Declaration guides the world and gives strong support for @ACTAccelerator Thank you @eu_comission &amp; @g20org,29,117,Whilst accelerating the end of the #COVID19 pandemic we must do better to prevent &amp; respond effectively to future health crises. The #GlobalHealthSummit Rome Declaration guides the world and gives strong support for @ACTAccelerator Thank you @eu_comission &amp; @g20org ,whilst accelerate end pandemic must well prevent respond effectively future health crisis rome declaration guide world give strong support thank,POSITIVE,POSITIVE,POSITIVE
24,1392570828827635715,2021-05-12 20:02:12+00:00,Norway welcomes this important contribution from Canada to the ACT-Accelerator. We can only control this pandemic when all countries contribute their fair share to our collective investments @karinagould @JustinTrudeau,14,113,Norway welcomes this important contribution from Canada to the ACT-Accelerator. We can only control this pandemic when all countries contribute their fair share to our collective investments @karinagould @JustinTrudeau ,norway welcome important contribution canada act accelerator control pandemic country contribute fair share collective investment,POSITIVE,POSITIVE,POSITIVE
25,1388144536359215104,2021-04-30 14:53:42+00:00,"Good discussion w #Moldova President @sandumaiamd today on #COVID19, bilaterals &amp; int´l cooperation. Norway continues to be a #ConsistentPartner to make #COVAX even stronger so that countries like #Moldova can receive more vaccines @who @NorwayUN",13,72,"Good discussion w #Moldova President @sandumaiamd today on #COVID19, bilaterals &amp; int´l cooperation. Norway continues to be a #ConsistentPartner to make #COVAX even stronger so that countries like #Moldova can receive more vaccines @who @NorwayUN ",good discussion w president today bilateral int l cooperation norway continue make even strong country like receive vaccine,POSITIVE,POSITIVE,POSITIVE
26,1388111641053630465,2021-04-30 12:42:59+00:00,"It is with great sorrow I have received the terrible news of the tragedy at #MountMeron #Israel. I would like to express my sincere condolences to the people of Israel, my deepest sympathy to the bereaved families, and my hope for the swift recovery of those injured.",41,315,"It is with great sorrow I have received the terrible news of the tragedy at #MountMeron #Israel. I would like to express my sincere condolences to the people of Israel, my deepest sympathy to the bereaved families, and my hope for the swift recovery of those injured. ",great sorrow receive terrible news tragedy would like express sincere condolence people israel deep sympathy bereaved family hope swift recovery injure,NEGATIVE,POSITIVE,POSITIVE
27,1385213428550279168,2021-04-22 12:46:32+00:00,Norway strongly welcomes the new US #climategoal. Our #commonfuture depends on ambitious and innovative #climateaction. #LeadersClimateSummit #RoadtoGlasgow #ClimateDiplomacy #RacetoZero https://t.co/WiOTRuxjmE,75,400,Norway strongly welcomes the new US #climategoal. Our #commonfuture depends on ambitious and innovative #climateaction. #LeadersClimateSummit #RoadtoGlasgow #ClimateDiplomacy #RacetoZero https://t.co/WiOTRuxjmE ,norway strongly welcome new we depend ambitious innovative,POSITIVE,POSITIVE,POSITIVE
28,1384762183528103938,2021-04-21 06:53:26+00:00,Access to quality education is a promise we made to ALL of the world's children. That is why I raise my hand for a fully funded @GPForEducation. I call on all leaders to #RaiseYourHand &amp; #FundEducation in 100 days at the Global Education Summit. https://t.co/5s35te3Wdo,65,233,Access to quality education is a promise we made to ALL of the world's children. That is why I raise my hand for a fully funded @GPForEducation. I call on all leaders to #RaiseYourHand &amp; #FundEducation in 100 days at the Global Education Summit. https://t.co/5s35te3Wdo ,access quality education promise make world child raise hand fully fund call leader day global education summit,POSITIVE,POSITIVE,NEUTRAL
29,1384501222900654082,2021-04-20 13:36:28+00:00,"We stand behind people of St. Vincent and the Grenadines in this time of crises #LaSoufriere @ComradeRalph Norway contributes earmarked humanitarian assistance amounting to 150 000, in addition to support through @UNCERF @IFRC_DREF #InvestInHumanity https://t.co/5NqKCli463",16,124,"We stand behind people of St. Vincent and the Grenadines in this time of crises #LaSoufriere @ComradeRalph Norway contributes earmarked humanitarian assistance amounting to 150 000, in addition to support through @UNCERF @IFRC_DREF #InvestInHumanity https://t.co/5NqKCli463 ",stand behind people st vincent grenadine time crise norway contribute earmark humanitarian assistance amount addition support,POSITIVE,POSITIVE,NEGATIVE
30,1374736855766339591,2021-03-24 14:56:22+00:00,Open and frank talk with colleague @AbiyAhmedAli today about the conflict in Tigray. Ending the violence is a prerequisite for future peace and reconciliation. I underlined the need for unimpeded humanitarian access and welcomed news of joint @OHCHR and @EthioHRC investigation.,258,436,Open and frank talk with colleague @AbiyAhmedAli today about the conflict in Tigray. Ending the violence is a prerequisite for future peace and reconciliation. I underlined the need for unimpeded humanitarian access and welcomed news of joint @OHCHR and @EthioHRC investigation. ,open frank talk colleague today conflict tigray end violence prerequisite future peace reconciliation underline need unimpeded humanitarian access welcome news joint investigation,NEUTRAL,NEUTRAL,POSITIVE
31,1374062340065345541,2021-03-22 18:16:05+00:00,Nice talk today with Estonian PM @kajakallas. We are close neighbours and friends. #NATO @EUgreendeal Covid-19  #UNSC. And not to forget 100 years of Norway-Estonia diplomatic relations.,18,186,Nice talk today with Estonian PM @kajakallas. We are close neighbours and friends. #NATO @EUgreendeal Covid-19  #UNSC. And not to forget 100 years of Norway-Estonia diplomatic relations. ,nice talk today estonian pm close neighbour friend covid not forget year norway estonia diplomatic relation,POSITIVE,POSITIVE,POSITIVE
32,1370700462018732033,2021-03-13 11:37:11+00:00,Hurra for imponerende VM-gull til Marcus Kleveland i slopestyle i Aspen @marcuskleveland @brettforbundet,12,220,Hooray for impressive World Cup gold for Marcus Kleveland in Slopestyle in Aspen @Marcuskleveland @Brett Association ,hooray impressive world cup gold marcus kleveland slopestyle aspen association,POSITIVE,POSITIVE,POSITIVE
33,1370659080637911043,2021-03-13 08:52:45+00:00,"Very good talk with German Chancellor Merkel, yesterday. Close cooperation is necessary to meet global challenges @EuropeanGreenDeal #covd-19 #UNSC @RegSprecher",25,273,"Very good talk with German Chancellor Merkel, yesterday. Close cooperation is necessary to meet global challenges @EuropeanGreenDeal #covd-19 #UNSC @RegSprecher ",good talk german chancellor merkel yesterday close cooperation necessary meet global challenge,POSITIVE,POSITIVE,POSITIVE
34,1369709937060904962,2021-03-10 18:01:11+00:00,"Important decision by #Colombia to grant protective status for migrants from Venezuela. In today’s talk with @IvanDuque, also discussed Peace Agreement and killings of human rights defenders and former FARC soldiers.@infopresidencia @CancilleriaCol @NoruegaenCOL @NorwayMFA",35,122,"Important decision by #Colombia to grant protective status for migrants from Venezuela. In today’s talk with @IvanDuque, also discussed Peace Agreement and killings of human rights defenders and former FARC soldiers.@infopresidencia @CancilleriaCol @NoruegaenCOL @NorwayMFA ",important decision grant protective status migrant venezuela today talk also discuss peace agreement killing human right defender former farc soldier,NEGATIVE,POSITIVE,POSITIVE
35,1369325772197003266,2021-03-09 16:34:39+00:00,"I had the great pleasure of talking to US @VP Kamala Harris today. Among other subjects, we discussed security cooperation, covid19, climate change, Arctic, increasing poverty, and standing up for democratic values.",178,1747,"I had the great pleasure of talking to US @VP Kamala Harris today. Among other subjects, we discussed security cooperation, covid19, climate change, Arctic, increasing poverty, and standing up for democratic values. ",great pleasure talk we kamala harris today among subject discuss security cooperation climate change arctic increase poverty stand democratic value,POSITIVE,POSITIVE,POSITIVE
36,1368571673138655236,2021-03-07 14:38:08+00:00,Spennende og dramatisk avslutning på VM. Takk for innsatsen på 5-mila og gratulerer med gull og sølv til Johannes Høsflot Klæbo og Emil Iversen! Krysser fingrene for at resultatet blir stående. @langrennslag #oberstdorf2021,15,218,Exciting and dramatic ending to the World Cup. Thanks for the 5-Mila effort and congratulations on gold and silver to John Høsflot Clothes and Emil Iversen! Crossing your fingers for the result to remain. @LanGrennslag # Oberstdorf2021 ,exciting dramatic end world cup thank mila effort congratulation gold silver john h sflot clothe emil iversen crossing finger result remain,POSITIVE,POSITIVE,NEGATIVE
37,1368264786207719427,2021-03-06 18:18:40+00:00,"Du slår til igjen, Therese Johaug. Gratulerer med sterk innsats for  og gull på 3-mila i VM! Og gratulerer til Heidi Weng med sølv!  @langrennslag #oberstdorf2021",12,292,"You turn to again, Therese Johaug. Congratulations on strong efforts for and gold on 3-mila in the World Cup! And congratulations to Heidi Weng with silver! @LanGrennslag # Oberstdorf2021 ",turn therese johaug congratulation strong effort gold mila world cup congratulations heidi weng silver,POSITIVE,POSITIVE,POSITIVE
38,1367839551507595269,2021-03-05 14:08:56+00:00,"Dette var en i overkant spennende VM-stafett, men dere klarte det! Gratulerer med gullet til Golberg, Iversen, Holund og Klæbo!  @langrennslag #oberstdorf2021",11,319,"This was one in exciting VM relay, but you managed it! Congratulations on Golberg, Iversen, Holund and Clothing! @LanGrennslag # Oberstdorf2021 ",one exciting vm relay manage congratulation golberg iversen holund clothing,POSITIVE,POSITIVE,POSITIVE
39,1367542852004233219,2021-03-04 18:29:58+00:00,"Litt sent  pga sammenhengende møtedag .   Suverent stafettgull til  og Tiril Udnes Weng, Heidi Weng, Therese Johaug og Helene Marie Fossesholm. Gratulerer! @langrennslag #oberstdorf2021",9,278,"A little late due to continuous meeting day. Superior Stafettgull to and Tiril Udnes Weng, Heidi Weng, Therese Johaug and Helene Marie Fossesholm. Congratulations! @LanGrennslag # Oberstdorf2021 ",little late due continuous meeting day superior stafettgull tiril udne weng heidi weng therese johaug helene marie fossesholm congratulations,POSITIVE,POSITIVE,POSITIVE
40,1367168972802691075,2021-03-03 17:44:18+00:00,Hurra for historisk VM-gull. Maren Lundby tok seieren i tidenes første VM-renn for kvinner i stor bakke. Gratulerer!   @Norskijump #hopplandslaget #oberstdorf2021,17,334,Hurray for historic World Cup gold. Maren Lundby took the victory in the first World Cup gutter for women in large hill. Congratulations! @Norskijump #hopplandslag # Oberstdorf2021 ,hurray historic world cup gold maren lundby take victory first world cup gutter woman large hill congratulation,POSITIVE,POSITIVE,POSITIVE
41,1367123051301789710,2021-03-03 14:41:50+00:00,"Imponerende med trippelt norsk på 15 km. Gratulerer så mye til Hans Christer Holund, Simen Hegstad Krüger og Harald Østberg Amundsen! @langrennslag #oberstdorf2021",9,261,"Impressive with triple Norwegian at 15 km. Congratulations So much to Hans Christer Holund, Simen Hegstad Krüger and Harald Eastberg Amundsen! @LanGrennslag # Oberstdorf2021 ",impressive triple norwegian km congratulation much hans christer holund simen hegstad kr ger harald eastberg amundsen,POSITIVE,POSITIVE,POSITIVE
42,1366743368475291660,2021-03-02 13:33:06+00:00,"Gratulerer med utklassing og VM-gull på 10 km fristil i dag, Therese Johaug! @langrennslag #oberstdorf2021",10,289,"Congratulations on the Classing and World Cup gold at 10 km free time today, Therese Johaug! @LanGrennslag # Oberstdorf2021 ",congratulation class world cup gold km free time today therese johaug,POSITIVE,POSITIVE,POSITIVE
43,1366036701274140674,2021-02-28 14:45:03+00:00,"Suverent lagarbeid! Gratulerer med VM-gull i kombinert for lag, Espen Dahlhaug Bjørnstad, Jørgen Graabak, Jens Lurås Oftebro og Jarl Magnus Riiber! @KombinertNorge #oberstdorf2021",9,154,"Superb team work! Congratulations on VM gold in combined for teams, Espen Dahlhaug Bjørnstad, Jørgen Graabak, Jens Lurås Oftebro and Jarl Magnus Riiber! @KomBinnorge # Oberstdorf2021 ",superb team work congratulation vm gold combine team espen dahlhaug bj rnstad j rgen graabak jens lur oftebro jarl magnus riiber,POSITIVE,POSITIVE,POSITIVE
44,1366007526827958279,2021-02-28 12:49:08+00:00,"Imponerende oppvisning på siste etappe ! Gratulerer med råsterkt VM-gull på lagsprinten, Erik Valnes og Johannes Høstflot Klæbo! @langrennslag #oberstdorf2021",7,168,"Impressive display on the last leg! Congratulations on raw etc. gold on the team print, Erik Valnes and Johannes Autumn Flot Clothes! @LanGrennslag # Oberstdorf2021 ",impressive display last leg congratulation raw etc gold team print erik valnes johannes autumn flot clothe,POSITIVE,POSITIVE,POSITIVE
45,1365675440367632390,2021-02-27 14:49:32+00:00,"Historiens første kombinert for kvinner i et verdensmesterskap. Gratulerer med VM-gull, Gyda Westvold Hansen! Og med sølv og bronse, Marte og Mari Leinan Lund! @KombinertNorge #oberstdorf2021",11,227,"The first of history combined for women in a world championship. Congratulations on VM gold, Gyda Westvold Hansen! And with silver and bronze, Marte and Mari Leinan Lund! @KomBinnorge # Oberstdorf2021 ",first history combine woman world championship congratulation vm gold gyda westvold hansen silver bronze marte mari leinan lund,POSITIVE,POSITIVE,POSITIVE
46,1365624044847063043,2021-02-27 11:25:19+00:00,"Gratulerer med gullet på 15 km fellesstart med skibytte, Therese Johaug! Overbevisende. @langrennslag #oberstdorf2021",11,246,"Congratulations on the golden of 15 km joint start with skid, Therese Johaug! Convincing. @LanGrennslag # Oberstdorf2021 ",congratulation golden km joint start skid therese johaug convince,POSITIVE,POSITIVE,POSITIVE
47,1365322806750248968,2021-02-26 15:28:18+00:00,"Gratulerer med ditt andre individuelle VM-gull i kombinert, Jarl Magnus Riiber! @oberstdorf2021 @kombinertlandslaget",8,167,"Congratulations on your other individual VM gold in combined, Jarl Magnus Riiber! @ Oberstdorf2021 @combinelandslaget ",congratulation individual vm gold combine jarl magnus riiber,POSITIVE,POSITIVE,NEUTRAL
48,1365000549167374338,2021-02-25 18:07:46+00:00,"Gratulerer med strålende innsats og sølvmedalje, Maren Lundby. @oberstdorf2021 @hopplandslaget",8,140,"Congratulations on brilliant efforts and silver medal, Maren Lundby. @ Oberstdorf2021 @hoplandslag ",congratulation brilliant effort silver medal maren lundby,POSITIVE,POSITIVE,POSITIVE
49,1364921154864046089,2021-02-25 12:52:16+00:00,"Fantastisk norsk dag! Gratulerer til Johannes Høsflot Klæbo, Erik Valnes og Håvard Solås Taugbøl som fylte pallen, og til Maiken Caspersen Falla som tok sølv.  @oberstdorf2021 @skiforbundet @langrennslandslaget",7,183,"Fantastic Norwegian day! Congratulations to Johannes Høsflot Clothing, Erik Valnes and Håvard Solås Tugbøl who filled the podium, and to Maiken Caspersen Falla who took silver. @ Oberstdorf2021 @skiforbundet @langrenn landslag ",fantastic norwegian day congratulation johanne h sflot clothing erik valne h vard sol tugb l fill podium maiken caspersen falla take silver landslag,POSITIVE,POSITIVE,POSITIVE
50,1364694800889499654,2021-02-24 21:52:49+00:00,"Tusen takk for alle hyggelige hilsener i dag. Klarer ikke å takke hver enkelt, så en felles takk .  Så får vi se hva 60-årene bringer!",25,2058,"Thank you very much for all nice greetings today. Can't thank every single, so a common thank you. So we'll see what the 60's brings! ",thank much nice greeting today can not thank every single common thank well see bring,POSITIVE,POSITIVE,POSITIVE
51,1363507875960791040,2021-02-21 15:16:25+00:00,Hurra! Gull til Sturla Holm Lægreid. Gratulerer også Johannes Dale og Ingrid Landmark Tandrevold med sølv og Tiril Eckhoff med bronse på VMs siste dag #Pokljuka2021 #nrksport #biathlon,24,243,Hurray! Gold to Sturla Holm Lægreid. Also congratulates Johannes Dale and Ingrid Landmark Tandrevold with Silver and Tiril Eckhoff with bronze on VMS last day # pokljuka2021 #nrksport #biathlon ,hurray gold sturla holm l greid also congratulates johannes dale ingrid landmark tandrevold silver tiril eckhoff bronze vms last day,POSITIVE,POSITIVE,NEUTRAL
52,1363475219571212291,2021-02-21 13:06:39+00:00,Wow! Fantastisk gøy med individuelt gull i VM i Cortina d'Ampezzo til Sebastian Foss Solevåg  Bronse også til Henrik Kristoffersen. Gratulerer masse til begge @cortina2021 #alpineteamnorway @alpineteamnorway,15,353,Wow! Fantastic fun with individually gold in the World Cup in Cortina d'Ampezzo to Sebastian Foss Solevåg Bronze also to Henrik Kristoffersen. Congratulations Mass to both @ Cortina2021 #alpineteeamnorway @AlpineTeamNorway ,wow fantastic fun individually gold world cup cortina dampezzo sebastian foss solev g bronze also henrik kristoffersen congratulation mass,POSITIVE,POSITIVE,POSITIVE
53,1363144876699901954,2021-02-20 15:13:59+00:00,"Gull-stafett! Gratulerer, Sturla Holm Lægreid, Tarjei Bø, Johannes Thingnes Bø og Vetle Sjåstad Christiansen @NSSF_Biathlon #nrksport #biathlon #Pokljuka2021 #Skiskyting",11,210,"Gold relay! Congratulations, Sturla Holm Lægreid, Tarjei Bø, Johannes Thingnes Bø and Vetle Sjåstad Christiansen @NSSF_BIATHLON #NRKSPORT #BIATHLON # POKLJUKA2021 #Chishing ",gold relay congratulation sturla holm l greid tarjei b johannes thingne b vetle sj stad christiansen,POSITIVE,POSITIVE,NEUTRAL
54,1363103080858927112,2021-02-20 12:27:54+00:00,"For en stafett! Gratulerer med gull, Ingrid Landmark Tandrevold, Tiril Eckhoff, Ida Lien og Marte Olsbu Røiseland @NSSF_Biathlon #nrksport #biathlon #Pokljuka2021 #Skiskyting",10,207,"For a relay! Happy Gold, Ingrid Landmark Tandrevold, Tiril Eckhoff, Ida Lien and Marte Olsbu Røiseland @NSSF_BIATHLON #NRKSPORT #biathlon # Pokljuka2021 #skiskyting ",relay happy gold ingrid landmark tandrevold tiril eckhoff ida lien marte olsbu r iseland,POSITIVE,POSITIVE,POSITIVE
55,1362063334695186432,2021-02-17 15:36:19+00:00,Solid norsk innsats i VM i skiskyting i ettermiddag! Gratulerer til Sturla Holm Lægreid og Johannes Dale med gull og bronse!  @NSSF_Biathlon,13,196,Solid Norwegian effort in World Cup in biathlon this afternoon! Congratulations to Sturla Holm Lægreid and Johannes Dale with gold and bronze! @NSSF_BIATHLON ,solid norwegian effort world cup biathlon afternoon congratulation sturla holm l greid johannes dale gold bronze,POSITIVE,POSITIVE,NEUTRAL
56,1362039109657784322,2021-02-17 14:00:03+00:00,"For en spennende gullduell mot våre gode naboer, Sverige. Gratulerer til Sebastian Foss Solevåg, Fabian Wilkens Solheim, Thea Louise Stjernesund og Kristina Riis-Johannessen som sikret gullet til Norge! @cortina2021 @alpineteamnorway",11,127,"For an exciting gold duel against our good neighbors, Sweden. Congratulations to Sebastian Foss Solevåg, Fabian Wilkens Solheim, Thea Louise Stjesund and Kristina Riis-Johannessen who secured the gold to Norway! @ Cortina2021 @AlpineTeamNorway ",exciting gold duel good neighbors sweden congratulations sebastian foss solev g fabian wilken solheim thea louise stjesund kristina riis johannessen secured gold norway,POSITIVE,POSITIVE,POSITIVE
